PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z
0.004,200,1000,0.003,0.025,0.04,0.004
0.004,200,1000,0.003,0.05,0,0
0.004,200,1000,0.003,0.05,0,0.002
0.004,200,1000,0.003,0.05,0,0.004
0.004,200,1000,0.003,0.05,0.015,0
0.004,200,1000,0.003,0.05,0.015,0.002
0.004,200,1000,0.003,0.05,0.015,0.004
0.004,200,1000,0.003,0.05,0.02,0
0.004,200,1000,0.003,0.05,0.02,0.002
0.004,200,1000,0.003,0.05,0.02,0.004
0.004,200,1000,0.003,0.05,0.025,0
0.004,200,1000,0.003,0.05,0.025,0.002
0.004,200,1000,0.003,0.05,0.025,0.004
0.004,200,1000,0.003,0.05,0.04,0
0.004,200,1000,0.003,0.05,0.04,0.002
0.004,200,1000,0.003,0.05,0.04,0.004
0.004,200,1000,0.0035,0,0,0
0.004,200,1000,0.0035,0,0,0.002
0.004,200,1000,0.0035,0,0,0.004
0.004,200,1000,0.0035,0,0.015,0
0.004,200,1000,0.0035,0,0.015,0.002
0.004,200,1000,0.0035,0,0.015,0.004
0.004,200,1000,0.0035,0,0.02,0
0.004,200,1000,0.0035,0,0.02,0.002
0.004,200,1000,0.0035,0,0.02,0.004
0.004,200,1000,0.0035,0,0.025,0
0.004,200,1000,0.0035,0,0.025,0.002
0.004,200,1000,0.0035,0,0.025,0.004
0.004,200,1000,0.0035,0,0.04,0
0.004,200,1000,0.0035,0,0.04,0.002
0.004,200,1000,0.0035,0,0.04,0.004
0.004,200,1000,0.0035,0.025,0,0
0.004,200,1000,0.0035,0.025,0,0.002
0.004,200,1000,0.0035,0.025,0,0.004
0.004,200,1000,0.0035,0.025,0.015,0
0.004,200,1000,0.0035,0.025,0.015,0.002
0.004,200,1000,0.0035,0.025,0.015,0.004
0.004,200,1000,0.0035,0.025,0.02,0
0.004,200,1000,0.0035,0.025,0.02,0.002
0.004,200,1000,0.0035,0.025,0.02,0.004
0.004,200,1000,0.0035,0.025,0.025,0
0.004,200,1000,0.0035,0.025,0.025,0.002
0.004,200,1000,0.0035,0.025,0.025,0.004
0.004,200,1000,0.0035,0.025,0.04,0
0.004,200,1000,0.0035,0.025,0.04,0.002
0.004,200,1000,0.0035,0.025,0.04,0.004
0.004,200,1000,0.0035,0.05,0,0
0.004,200,1000,0.0035,0.05,0,0.002
0.004,200,1000,0.0035,0.05,0,0.004
0.004,200,1000,0.0035,0.05,0.015,0
0.004,200,1000,0.0035,0.05,0.015,0.002
0.004,200,1000,0.0035,0.05,0.015,0.004
0.004,200,1000,0.0035,0.05,0.02,0
0.004,200,1000,0.0035,0.05,0.02,0.002
0.004,200,1000,0.0035,0.05,0.02,0.004
0.004,200,1000,0.0035,0.05,0.025,0
0.004,200,1000,0.0035,0.05,0.025,0.002
0.004,200,1000,0.0035,0.05,0.025,0.004
0.004,200,1000,0.0035,0.05,0.04,0
0.004,200,1000,0.0035,0.05,0.04,0.002
0.004,200,1000,0.0035,0.05,0.04,0.004
0.004,200,1000,0.004,0,0,0
0.004,200,1000,0.004,0,0,0.002
0.004,200,1000,0.004,0,0,0.004
0.004,200,1000,0.004,0,0.015,0
0.004,200,1000,0.004,0,0.015,0.002
0.004,200,1000,0.004,0,0.015,0.004
0.004,200,1000,0.004,0,0.02,0
0.004,200,1000,0.004,0,0.02,0.002
0.004,200,1000,0.004,0,0.02,0.004
0.004,200,1000,0.004,0,0.025,0
0.004,200,1000,0.004,0,0.025,0.002
0.004,200,1000,0.004,0,0.025,0.004
0.004,200,1000,0.004,0,0.04,0
0.004,200,1000,0.004,0,0.04,0.002
0.004,200,1000,0.004,0,0.04,0.004
0.004,200,1000,0.004,0.025,0,0
0.004,200,1000,0.004,0.025,0,0.002
0.004,200,1000,0.004,0.025,0,0.004
0.004,200,1000,0.004,0.025,0.015,0
0.004,200,1000,0.004,0.025,0.015,0.002
0.004,200,1000,0.004,0.025,0.015,0.004
0.004,200,1000,0.004,0.025,0.02,0
0.004,200,1000,0.004,0.025,0.02,0.002
0.004,200,1000,0.004,0.025,0.02,0.004
0.004,200,1000,0.004,0.025,0.025,0
0.004,200,1000,0.004,0.025,0.025,0.002
0.004,200,1000,0.004,0.025,0.025,0.004
0.004,200,1000,0.004,0.025,0.04,0
0.004,200,1000,0.004,0.025,0.04,0.002
0.004,200,1000,0.004,0.025,0.04,0.004
0.004,200,1000,0.004,0.05,0,0
0.004,200,1000,0.004,0.05,0,0.002
0.004,200,1000,0.004,0.05,0,0.004
0.004,200,1000,0.004,0.05,0.015,0
0.004,200,1000,0.004,0.05,0.015,0.002
0.004,200,1000,0.004,0.05,0.015,0.004
0.004,200,1000,0.004,0.05,0.02,0
0.004,200,1000,0.004,0.05,0.02,0.002
0.004,200,1000,0.004,0.05,0.02,0.004
0.004,200,1000,0.004,0.05,0.025,0
0.004,200,1000,0.004,0.05,0.025,0.002
0.004,200,1000,0.004,0.05,0.025,0.004
0.004,200,1000,0.004,0.05,0.04,0
0.004,200,1000,0.004,0.05,0.04,0.002
0.004,200,1000,0.004,0.05,0.04,0.004
0.004,200,1200,0.003,0,0,0
0.004,200,1200,0.003,0,0,0.002
0.004,200,1200,0.003,0,0,0.004
0.004,200,1200,0.003,0,0.015,0
0.004,200,1200,0.003,0,0.015,0.002
0.004,200,1200,0.003,0,0.015,0.004
0.004,200,1200,0.003,0,0.02,0
0.004,200,1200,0.003,0,0.02,0.002
0.004,200,1200,0.003,0,0.02,0.004
0.004,200,1200,0.003,0,0.025,0
0.004,200,1200,0.003,0,0.025,0.002
0.004,200,1200,0.003,0,0.025,0.004
0.004,200,1200,0.003,0,0.04,0
0.004,200,1200,0.003,0,0.04,0.002
0.004,200,1200,0.003,0,0.04,0.004
0.004,200,1200,0.003,0.025,0,0
0.004,200,1200,0.003,0.025,0,0.002
0.004,200,1200,0.003,0.025,0,0.004
0.004,200,1200,0.003,0.025,0.015,0
0.004,200,1200,0.003,0.025,0.015,0.002
0.004,200,1200,0.003,0.025,0.015,0.004
0.004,200,1200,0.003,0.025,0.02,0
0.004,200,1200,0.003,0.025,0.02,0.002
0.004,200,1200,0.003,0.025,0.02,0.004
0.004,200,1200,0.003,0.025,0.025,0
0.004,200,1200,0.003,0.025,0.025,0.002
0.004,200,1200,0.003,0.025,0.025,0.004
0.004,200,1200,0.003,0.025,0.04,0
0.004,200,1200,0.003,0.025,0.04,0.002
0.004,200,1200,0.003,0.025,0.04,0.004
0.004,200,1200,0.003,0.05,0,0
0.004,200,1200,0.003,0.05,0,0.002
0.004,200,1200,0.003,0.05,0,0.004
0.004,200,1200,0.003,0.05,0.015,0
0.004,200,1200,0.003,0.05,0.015,0.002
0.004,200,1200,0.003,0.05,0.015,0.004
0.004,200,1200,0.003,0.05,0.02,0
0.004,200,1200,0.003,0.05,0.02,0.002
0.004,200,1200,0.003,0.05,0.02,0.004
0.004,200,1200,0.003,0.05,0.025,0
0.004,200,1200,0.003,0.05,0.025,0.002
0.004,200,1200,0.003,0.05,0.025,0.004
0.004,200,1200,0.003,0.05,0.04,0
0.004,200,1200,0.003,0.05,0.04,0.002
0.004,200,1200,0.003,0.05,0.04,0.004
0.004,200,1200,0.0035,0,0,0
0.004,200,1200,0.0035,0,0,0.002
0.004,200,1200,0.0035,0,0,0.004
0.004,200,1200,0.0035,0,0.015,0
0.004,200,1200,0.0035,0,0.015,0.002
0.004,200,1200,0.0035,0,0.015,0.004
0.004,200,1200,0.0035,0,0.02,0
0.004,200,1200,0.0035,0,0.02,0.002
0.004,200,1200,0.0035,0,0.02,0.004
0.004,200,1200,0.0035,0,0.025,0
0.004,200,1200,0.0035,0,0.025,0.002
0.004,200,1200,0.0035,0,0.025,0.004
0.004,200,1200,0.0035,0,0.04,0
0.004,200,1200,0.0035,0,0.04,0.002
0.004,200,1200,0.0035,0,0.04,0.004
0.004,200,1200,0.0035,0.025,0,0
0.004,200,1200,0.0035,0.025,0,0.002
0.004,200,1200,0.0035,0.025,0,0.004
0.004,200,1200,0.0035,0.025,0.015,0
0.004,200,1200,0.0035,0.025,0.015,0.002
0.004,200,1200,0.0035,0.025,0.015,0.004
0.004,200,1200,0.0035,0.025,0.02,0
0.004,200,1200,0.0035,0.025,0.02,0.002
0.004,200,1200,0.0035,0.025,0.02,0.004
0.004,200,1200,0.0035,0.025,0.025,0
0.004,200,1200,0.0035,0.025,0.025,0.002
0.004,200,1200,0.0035,0.025,0.025,0.004
0.004,200,1200,0.0035,0.025,0.04,0
0.004,200,1200,0.0035,0.025,0.04,0.002
0.004,200,1200,0.0035,0.025,0.04,0.004
0.004,200,1200,0.0035,0.05,0,0
0.004,200,1200,0.0035,0.05,0,0.002
0.004,200,1200,0.0035,0.05,0,0.004
0.004,200,1200,0.0035,0.05,0.015,0
0.004,200,1200,0.0035,0.05,0.015,0.002
0.004,200,1200,0.0035,0.05,0.015,0.004
0.004,200,1200,0.0035,0.05,0.02,0
0.004,200,1200,0.0035,0.05,0.02,0.002
0.004,200,1200,0.0035,0.05,0.02,0.004
0.004,200,1200,0.0035,0.05,0.025,0
0.004,200,1200,0.0035,0.05,0.025,0.002
0.004,200,1200,0.0035,0.05,0.025,0.004
0.004,200,1200,0.0035,0.05,0.04,0
0.004,200,1200,0.0035,0.05,0.04,0.002
0.004,200,1200,0.0035,0.05,0.04,0.004
0.004,200,1200,0.004,0,0,0
0.004,200,1200,0.004,0,0,0.002
0.004,200,1200,0.004,0,0,0.004
0.004,200,1200,0.004,0,0.015,0
0.004,200,1200,0.004,0,0.015,0.002
0.004,200,1200,0.004,0,0.015,0.004
0.004,200,1200,0.004,0,0.02,0
0.004,200,1200,0.004,0,0.02,0.002
0.004,200,1200,0.004,0,0.02,0.004
0.004,200,1200,0.004,0,0.025,0
0.004,200,1200,0.004,0,0.025,0.002
0.004,200,1200,0.004,0,0.025,0.004
0.004,200,1200,0.004,0,0.04,0
0.004,200,1200,0.004,0,0.04,0.002
0.004,200,1200,0.004,0,0.04,0.004
0.004,200,1200,0.004,0.025,0,0
0.004,200,1200,0.004,0.025,0,0.002
0.004,200,1200,0.004,0.025,0,0.004
0.004,200,1200,0.004,0.025,0.015,0
0.004,200,1200,0.004,0.025,0.015,0.002
0.004,200,1200,0.004,0.025,0.015,0.004
0.004,200,1200,0.004,0.025,0.02,0
0.004,200,1200,0.004,0.025,0.02,0.002
0.004,200,1200,0.004,0.025,0.02,0.004
0.004,200,1200,0.004,0.025,0.025,0
0.004,200,1200,0.004,0.025,0.025,0.002
0.004,200,1200,0.004,0.025,0.025,0.004
0.004,200,1200,0.004,0.025,0.04,0
0.004,200,1200,0.004,0.025,0.04,0.002
0.004,200,1200,0.004,0.025,0.04,0.004
0.004,200,1200,0.004,0.05,0,0
0.004,200,1200,0.004,0.05,0,0.002
0.004,200,1200,0.004,0.05,0,0.004
0.004,200,1200,0.004,0.05,0.015,0
0.004,200,1200,0.004,0.05,0.015,0.002
0.004,200,1200,0.004,0.05,0.015,0.004
0.004,200,1200,0.004,0.05,0.02,0
0.004,200,1200,0.004,0.05,0.02,0.002
0.004,200,1200,0.004,0.05,0.02,0.004
0.004,200,1200,0.004,0.05,0.025,0
0.004,200,1200,0.004,0.05,0.025,0.002
0.004,200,1200,0.004,0.05,0.025,0.004
0.004,200,1200,0.004,0.05,0.04,0
0.004,200,1200,0.004,0.05,0.04,0.002
0.004,200,1200,0.004,0.05,0.04,0.004
0.004,240,900,0.003,0,0,0
0.004,240,900,0.003,0,0,0.002
0.004,240,900,0.003,0,0,0.004
0.004,240,900,0.003,0,0.015,0
0.004,240,900,0.003,0,0.015,0.002
0.004,240,900,0.003,0,0.015,0.004
0.004,240,900,0.003,0,0.02,0
0.004,240,900,0.003,0,0.02,0.002
0.004,240,900,0.003,0,0.02,0.004
0.004,240,900,0.003,0,0.025,0
0.004,240,900,0.003,0,0.025,0.002
0.004,240,900,0.003,0,0.025,0.004
0.004,240,900,0.003,0,0.04,0
0.004,240,900,0.003,0,0.04,0.002
0.004,240,900,0.003,0,0.04,0.004
0.004,240,900,0.003,0.025,0,0
0.004,240,900,0.003,0.025,0,0.002
0.004,240,900,0.003,0.025,0,0.004
0.004,240,900,0.003,0.025,0.015,0
0.004,240,900,0.003,0.025,0.015,0.002
0.004,240,900,0.003,0.025,0.015,0.004
0.004,240,900,0.003,0.025,0.02,0
0.004,240,900,0.003,0.025,0.02,0.002
0.004,240,900,0.003,0.025,0.02,0.004
0.004,240,900,0.003,0.025,0.025,0
0.004,240,900,0.003,0.025,0.025,0.002
0.004,240,900,0.003,0.025,0.025,0.004
0.004,240,900,0.003,0.025,0.04,0
0.004,240,900,0.003,0.025,0.04,0.002
0.004,240,900,0.003,0.025,0.04,0.004
0.004,240,900,0.003,0.05,0,0
0.004,240,900,0.003,0.05,0,0.002
0.004,240,900,0.003,0.05,0,0.004
0.004,240,900,0.003,0.05,0.015,0
0.004,240,900,0.003,0.05,0.015,0.002
0.004,240,900,0.003,0.05,0.015,0.004
0.004,240,900,0.003,0.05,0.02,0
0.004,240,900,0.003,0.05,0.02,0.002
0.004,240,900,0.003,0.05,0.02,0.004
0.004,240,900,0.003,0.05,0.025,0
0.004,240,900,0.003,0.05,0.025,0.002
0.004,240,900,0.003,0.05,0.025,0.004
0.004,240,900,0.003,0.05,0.04,0
0.004,240,900,0.003,0.05,0.04,0.002
0.004,240,900,0.003,0.05,0.04,0.004
0.004,240,900,0.0035,0,0,0
0.004,240,900,0.0035,0,0,0.002
0.004,240,900,0.0035,0,0,0.004
0.004,240,900,0.0035,0,0.015,0
0.004,240,900,0.0035,0,0.015,0.002
0.004,240,900,0.0035,0,0.015,0.004
0.004,240,900,0.0035,0,0.02,0
0.004,240,900,0.0035,0,0.02,0.002
0.004,240,900,0.0035,0,0.02,0.004
0.004,240,900,0.0035,0,0.025,0
0.004,240,900,0.0035,0,0.025,0.002
0.004,240,900,0.0035,0,0.025,0.004
0.004,240,900,0.0035,0,0.04,0
0.004,240,900,0.0035,0,0.04,0.002
0.004,240,900,0.0035,0,0.04,0.004
0.004,240,900,0.0035,0.025,0,0
0.004,240,900,0.0035,0.025,0,0.002
0.004,240,900,0.0035,0.025,0,0.004
0.004,240,900,0.0035,0.025,0.015,0
0.004,240,900,0.0035,0.025,0.015,0.002
0.004,240,900,0.0035,0.025,0.015,0.004
0.004,240,900,0.0035,0.025,0.02,0
0.004,240,900,0.0035,0.025,0.02,0.002
0.004,240,900,0.0035,0.025,0.02,0.004
0.004,240,900,0.0035,0.025,0.025,0
0.004,240,900,0.0035,0.025,0.025,0.002
0.004,240,900,0.0035,0.025,0.025,0.004
0.004,240,900,0.0035,0.025,0.04,0
0.004,240,900,0.0035,0.025,0.04,0.002
0.004,240,900,0.0035,0.025,0.04,0.004
0.004,240,900,0.0035,0.05,0,0
0.004,240,900,0.0035,0.05,0,0.002
0.004,240,900,0.0035,0.05,0,0.004
0.004,240,900,0.0035,0.05,0.015,0
0.004,240,900,0.0035,0.05,0.015,0.002
0.004,240,900,0.0035,0.05,0.015,0.004
0.004,240,900,0.0035,0.05,0.02,0
0.004,240,900,0.0035,0.05,0.02,0.002
0.004,240,900,0.0035,0.05,0.02,0.004
0.004,240,900,0.0035,0.05,0.025,0
0.004,240,900,0.0035,0.05,0.025,0.002
0.004,240,900,0.0035,0.05,0.025,0.004
0.004,240,900,0.0035,0.05,0.04,0
0.004,240,900,0.0035,0.05,0.04,0.002
0.004,240,900,0.0035,0.05,0.04,0.004
0.004,240,900,0.004,0,0,0
0.004,240,900,0.004,0,0,0.002
0.004,240,900,0.004,0,0,0.004
0.004,240,900,0.004,0,0.015,0
0.004,240,900,0.004,0,0.015,0.002
0.004,240,900,0.004,0,0.015,0.004
0.004,240,900,0.004,0,0.02,0
0.004,240,900,0.004,0,0.02,0.002
0.004,240,900,0.004,0,0.02,0.004
0.004,240,900,0.004,0,0.025,0
0.004,240,900,0.004,0,0.025,0.002
0.004,240,900,0.004,0,0.025,0.004
0.004,240,900,0.004,0,0.04,0
0.004,240,900,0.004,0,0.04,0.002
0.004,240,900,0.004,0,0.04,0.004
0.004,240,900,0.004,0.025,0,0
0.004,240,900,0.004,0.025,0,0.002
0.004,240,900,0.004,0.025,0,0.004
0.004,240,900,0.004,0.025,0.015,0
0.004,240,900,0.004,0.025,0.015,0.002
0.004,240,900,0.004,0.025,0.015,0.004
0.004,240,900,0.004,0.025,0.02,0
0.004,240,900,0.004,0.025,0.02,0.002
0.004,240,900,0.004,0.025,0.02,0.004
0.004,240,900,0.004,0.025,0.025,0
0.004,240,900,0.004,0.025,0.025,0.002
0.004,240,900,0.004,0.025,0.025,0.004
0.004,240,900,0.004,0.025,0.04,0
0.004,240,900,0.004,0.025,0.04,0.002
0.004,240,900,0.004,0.025,0.04,0.004
0.004,240,900,0.004,0.05,0,0
0.004,240,900,0.004,0.05,0,0.002
0.004,240,900,0.004,0.05,0,0.004
0.004,240,900,0.004,0.05,0.015,0
0.004,240,900,0.004,0.05,0.015,0.002
0.004,240,900,0.004,0.05,0.015,0.004
0.004,240,900,0.004,0.05,0.02,0
0.004,240,900,0.004,0.05,0.02,0.002
0.004,240,900,0.004,0.05,0.02,0.004
0.004,240,900,0.004,0.05,0.025,0
0.004,240,900,0.004,0.05,0.025,0.002
0.004,240,900,0.004,0.05,0.025,0.004
0.004,240,900,0.004,0.05,0.04,0
0.004,240,900,0.004,0.05,0.04,0.002
0.004,240,900,0.004,0.05,0.04,0.004
0.004,240,1000,0.003,0,0,0
0.004,240,1000,0.003,0,0,0.002
0.004,240,1000,0.003,0,0,0.004
0.004,240,1000,0.003,0,0.015,0
0.004,240,1000,0.003,0,0.015,0.002
0.004,240,1000,0.003,0,0.015,0.004
0.004,240,1000,0.003,0,0.02,0
0.004,240,1000,0.003,0,0.02,0.002
0.004,240,1000,0.003,0,0.02,0.004
0.004,240,1000,0.003,0,0.025,0
0.004,240,1000,0.003,0,0.025,0.002
0.004,240,1000,0.003,0,0.025,0.004
0.004,240,1000,0.003,0,0.04,0
0.004,240,1000,0.003,0,0.04,0.002
0.004,240,1000,0.003,0,0.04,0.004
0.004,240,1000,0.003,0.025,0,0
0.004,240,1000,0.003,0.025,0,0.002
0.004,240,1000,0.003,0.025,0,0.004
0.004,240,1000,0.003,0.025,0.015,0
0.004,240,1000,0.003,0.025,0.015,0.002
0.004,240,1000,0.003,0.025,0.015,0.004
0.004,240,1000,0.003,0.025,0.02,0
0.004,240,1000,0.003,0.025,0.02,0.002
0.004,240,1000,0.003,0.025,0.02,0.004
0.004,240,1000,0.003,0.025,0.025,0
0.004,240,1000,0.003,0.025,0.025,0.002
0.004,240,1000,0.003,0.025,0.025,0.004
0.004,240,1000,0.003,0.025,0.04,0
0.004,240,1000,0.003,0.025,0.04,0.002
0.004,240,1000,0.003,0.025,0.04,0.004
0.004,240,1000,0.003,0.05,0,0
0.004,240,1000,0.003,0.05,0,0.002
0.004,240,1000,0.003,0.05,0,0.004
0.004,240,1000,0.003,0.05,0.015,0
0.004,240,1000,0.003,0.05,0.015,0.002
0.004,240,1000,0.003,0.05,0.015,0.004
0.004,240,1000,0.003,0.05,0.02,0
0.004,240,1000,0.003,0.05,0.02,0.002
0.004,240,1000,0.003,0.05,0.02,0.004
0.004,240,1000,0.003,0.05,0.025,0
0.004,240,1000,0.003,0.05,0.025,0.002
0.004,240,1000,0.003,0.05,0.025,0.004
0.004,240,1000,0.003,0.05,0.04,0
0.004,240,1000,0.003,0.05,0.04,0.002
0.004,240,1000,0.003,0.05,0.04,0.004
0.004,240,1000,0.0035,0,0,0
0.004,240,1000,0.0035,0,0,0.002
0.004,240,1000,0.0035,0,0,0.004
0.004,240,1000,0.0035,0,0.015,0
0.004,240,1000,0.0035,0,0.015,0.002
0.004,240,1000,0.0035,0,0.015,0.004
0.004,240,1000,0.0035,0,0.02,0
0.004,240,1000,0.0035,0,0.02,0.002
0.004,240,1000,0.0035,0,0.02,0.004
0.004,240,1000,0.0035,0,0.025,0
0.004,240,1000,0.0035,0,0.025,0.002
0.004,240,1000,0.0035,0,0.025,0.004
0.004,240,1000,0.0035,0,0.04,0
0.004,240,1000,0.0035,0,0.04,0.002
0.004,240,1000,0.0035,0,0.04,0.004
0.004,240,1000,0.0035,0.025,0,0
0.004,240,1000,0.0035,0.025,0,0.002
0.004,240,1000,0.0035,0.025,0,0.004
0.004,240,1000,0.0035,0.025,0.015,0
0.004,240,1000,0.0035,0.025,0.015,0.002
0.004,240,1000,0.0035,0.025,0.015,0.004
0.004,240,1000,0.0035,0.025,0.02,0
0.004,240,1000,0.0035,0.025,0.02,0.002
0.004,240,1000,0.0035,0.025,0.02,0.004
0.004,240,1000,0.0035,0.025,0.025,0
0.004,240,1000,0.0035,0.025,0.025,0.002
0.004,240,1000,0.0035,0.025,0.025,0.004
0.004,240,1000,0.0035,0.025,0.04,0
0.004,240,1000,0.0035,0.025,0.04,0.002
0.004,240,1000,0.0035,0.025,0.04,0.004
0.004,240,1000,0.0035,0.05,0,0
0.004,240,1000,0.0035,0.05,0,0.002
0.004,240,1000,0.0035,0.05,0,0.004
0.004,240,1000,0.0035,0.05,0.015,0
0.004,240,1000,0.0035,0.05,0.015,0.002
0.004,240,1000,0.0035,0.05,0.015,0.004
0.004,240,1000,0.0035,0.05,0.02,0
0.004,240,1000,0.0035,0.05,0.02,0.002
0.004,240,1000,0.0035,0.05,0.02,0.004
0.004,240,1000,0.0035,0.05,0.025,0
0.004,240,1000,0.0035,0.05,0.025,0.002
0.004,240,1000,0.0035,0.05,0.025,0.004
0.004,240,1000,0.0035,0.05,0.04,0
0.004,240,1000,0.0035,0.05,0.04,0.002
0.004,240,1000,0.0035,0.05,0.04,0.004
0.004,240,1000,0.004,0,0,0
0.004,240,1000,0.004,0,0,0.002
0.004,240,1000,0.004,0,0,0.004
0.004,240,1000,0.004,0,0.015,0
0.004,240,1000,0.004,0,0.015,0.002
0.004,240,1000,0.004,0,0.015,0.004
0.004,240,1000,0.004,0,0.02,0
0.004,240,1000,0.004,0,0.02,0.002
0.004,240,1000,0.004,0,0.02,0.004
0.004,240,1000,0.004,0,0.025,0
0.004,240,1000,0.004,0,0.025,0.002
0.004,240,1000,0.004,0,0.025,0.004
0.004,240,1000,0.004,0,0.04,0
0.004,240,1000,0.004,0,0.04,0.002
0.004,240,1000,0.004,0,0.04,0.004
0.004,240,1000,0.004,0.025,0,0
0.004,240,1000,0.004,0.025,0,0.002
0.004,240,1000,0.004,0.025,0,0.004
0.004,240,1000,0.004,0.025,0.015,0
0.004,240,1000,0.004,0.025,0.015,0.002
0.004,240,1000,0.004,0.025,0.015,0.004
0.004,240,1000,0.004,0.025,0.02,0
0.004,240,1000,0.004,0.025,0.02,0.002
0.004,240,1000,0.004,0.025,0.02,0.004
0.004,240,1000,0.004,0.025,0.025,0
0.004,240,1000,0.004,0.025,0.025,0.002
0.004,240,1000,0.004,0.025,0.025,0.004
0.004,240,1000,0.004,0.025,0.04,0
0.004,240,1000,0.004,0.025,0.04,0.002
0.004,240,1000,0.004,0.025,0.04,0.004
0.004,240,1000,0.004,0.05,0,0
0.004,240,1000,0.004,0.05,0,0.002
0.004,240,1000,0.004,0.05,0,0.004
0.004,240,1000,0.004,0.05,0.015,0
0.004,240,1000,0.004,0.05,0.015,0.002
0.004,240,1000,0.004,0.05,0.015,0.004
0.004,240,1000,0.004,0.05,0.02,0
0.004,240,1000,0.004,0.05,0.02,0.002
0.004,240,1000,0.004,0.05,0.02,0.004
0.004,240,1000,0.004,0.05,0.025,0
0.004,240,1000,0.004,0.05,0.025,0.002
0.004,240,1000,0.004,0.05,0.025,0.004
0.004,240,1000,0.004,0.05,0.04,0
0.004,240,1000,0.004,0.05,0.04,0.002
0.004,240,1000,0.004,0.05,0.04,0.004
0.004,240,1200,0.003,0,0,0
0.004,240,1200,0.003,0,0,0.002
0.004,240,1200,0.003,0,0,0.004
0.004,240,1200,0.003,0,0.015,0
0.004,240,1200,0.003,0,0.015,0.002
0.004,240,1200,0.003,0,0.015,0.004
0.004,240,1200,0.003,0,0.02,0
0.004,240,1200,0.003,0,0.02,0.002
0.004,240,1200,0.003,0,0.02,0.004
0.004,240,1200,0.003,0,0.025,0
0.004,240,1200,0.003,0,0.025,0.002
0.004,240,1200,0.003,0,0.025,0.004
0.004,240,1200,0.003,0,0.04,0
0.004,240,1200,0.003,0,0.04,0.002
0.004,240,1200,0.003,0,0.04,0.004
0.004,240,1200,0.003,0.025,0,0
0.004,240,1200,0.003,0.025,0,0.002
0.004,240,1200,0.003,0.025,0,0.004
0.004,240,1200,0.003,0.025,0.015,0
0.004,240,1200,0.003,0.025,0.015,0.002
0.004,240,1200,0.003,0.025,0.015,0.004
0.004,240,1200,0.003,0.025,0.02,0
0.004,240,1200,0.003,0.025,0.02,0.002
0.004,240,1200,0.003,0.025,0.02,0.004
0.004,240,1200,0.003,0.025,0.025,0
0.004,240,1200,0.003,0.025,0.025,0.002
0.004,240,1200,0.003,0.025,0.025,0.004
0.004,240,1200,0.003,0.025,0.04,0
0.004,240,1200,0.003,0.025,0.04,0.002
0.004,240,1200,0.003,0.025,0.04,0.004
0.004,240,1200,0.003,0.05,0,0
0.004,240,1200,0.003,0.05,0,0.002
0.004,240,1200,0.003,0.05,0,0.004
0.004,240,1200,0.003,0.05,0.015,0
0.004,240,1200,0.003,0.05,0.015,0.002
0.004,240,1200,0.003,0.05,0.015,0.004
0.004,240,1200,0.003,0.05,0.02,0
0.004,240,1200,0.003,0.05,0.02,0.002
0.004,240,1200,0.003,0.05,0.02,0.004
0.004,240,1200,0.003,0.05,0.025,0
0.004,240,1200,0.003,0.05,0.025,0.002
0.004,240,1200,0.003,0.05,0.025,0.004
0.004,240,1200,0.003,0.05,0.04,0
0.004,240,1200,0.003,0.05,0.04,0.002
0.004,240,1200,0.003,0.05,0.04,0.004
0.004,240,1200,0.0035,0,0,0
0.004,240,1200,0.0035,0,0,0.002
0.004,240,1200,0.0035,0,0,0.004
0.004,240,1200,0.0035,0,0.015,0
0.004,240,1200,0.0035,0,0.015,0.002
0.004,240,1200,0.0035,0,0.015,0.004
0.004,240,1200,0.0035,0,0.02,0
0.004,240,1200,0.0035,0,0.02,0.002
0.004,240,1200,0.0035,0,0.02,0.004
0.004,240,1200,0.0035,0,0.025,0
0.004,240,1200,0.0035,0,0.025,0.002
0.004,240,1200,0.0035,0,0.025,0.004
0.004,240,1200,0.0035,0,0.04,0
0.004,240,1200,0.0035,0,0.04,0.002
0.004,240,1200,0.0035,0,0.04,0.004
0.004,240,1200,0.0035,0.025,0,0
0.004,240,1200,0.0035,0.025,0,0.002
0.004,240,1200,0.0035,0.025,0,0.004
0.004,240,1200,0.0035,0.025,0.015,0
0.004,240,1200,0.0035,0.025,0.015,0.002
0.004,240,1200,0.0035,0.025,0.015,0.004
0.004,240,1200,0.0035,0.025,0.02,0
0.004,240,1200,0.0035,0.025,0.02,0.002
0.004,240,1200,0.0035,0.025,0.02,0.004
0.004,240,1200,0.0035,0.025,0.025,0
0.004,240,1200,0.0035,0.025,0.025,0.002
0.004,240,1200,0.0035,0.025,0.025,0.004
0.004,240,1200,0.0035,0.025,0.04,0
0.004,240,1200,0.0035,0.025,0.04,0.002
0.004,240,1200,0.0035,0.025,0.04,0.004
0.004,240,1200,0.0035,0.05,0,0
0.004,240,1200,0.0035,0.05,0,0.002
0.004,240,1200,0.0035,0.05,0,0.004
0.004,240,1200,0.0035,0.05,0.015,0
0.004,240,1200,0.0035,0.05,0.015,0.002
0.004,240,1200,0.0035,0.05,0.015,0.004
0.004,240,1200,0.0035,0.05,0.02,0
0.004,240,1200,0.0035,0.05,0.02,0.002
0.004,240,1200,0.0035,0.05,0.02,0.004
0.004,240,1200,0.0035,0.05,0.025,0
