PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Max Temperature
0.005,180,1000,0.0035,0.05,0.025,0.0025,647.024169
0.004,200,1000,0.004,0.025,0.02,0.002,637.022366
0.005,240,1000,0.0035,0.0,0.025,0.0025,594.625665
0.003,240,1000,0.003,0.0,0.02,0.003,1145.718714
0.005,200,1200,0.003,0.0,0.0,0.0025,622.560645
0.005,200,1000,0.004,0.05,0.02,0.0,646.043281
0.005,180,1200,0.0035,0.0,0.02,0.0025,728.218664
0.005,180,1200,0.0035,0.025,0.0,0.0,627.35148
0.005,180,1000,0.0035,0.0,0.04,0.0,587.524765
0.005,200,1200,0.0035,0.0,0.025,0.0025,658.342145
0.005,200,1200,0.0035,0.025,0.015,0.0,848.267287
0.005,200,1200,0.004,0.025,0.015,0.0,769.396581
0.005,240,900,0.003,0.0,0.015,0.0025,648.001396
0.004,200,1000,0.003,0.025,0.04,0.0,589.109929
0.003,240,1200,0.0035,0.0,0.02,0.0015,1500.0
0.003,240,1000,0.0035,0.05,0.04,0.0015,522.778041
0.004,240,1200,0.003,0.0,0.02,0.0,1296.898884
0.003,200,1000,0.004,0.025,0.02,0.0015,507.835552
0.003,200,1000,0.0035,0.025,0.025,0.0015,553.966672
0.004,180,1000,0.0035,0.05,0.025,0.004,724.005582
0.003,180,1200,0.003,0.0,0.04,0.0015,768.320277
0.003,180,900,0.004,0.0,0.0,0.0,620.781645
0.005,180,1000,0.004,0.0,0.025,0.0,595.919989
0.004,180,900,0.004,0.0,0.025,0.004,572.364806
0.005,200,1000,0.003,0.0,0.015,0.005,685.118155
0.004,180,900,0.003,0.05,0.02,0.002,844.464079
0.004,200,1200,0.0035,0.025,0.02,0.002,1485.683847
0.003,200,1000,0.004,0.025,0.04,0.003,507.272843
0.003,180,1000,0.003,0.05,0.0,0.003,919.570341
0.005,200,1200,0.0035,0.0,0.0,0.0025,586.780222
0.005,180,900,0.0035,0.025,0.0,0.005,595.720134
0.005,200,1200,0.004,0.0,0.02,0.0,780.945682
0.003,180,1000,0.003,0.025,0.02,0.003,587.636054
0.004,180,1000,0.0035,0.0,0.04,0.0,605.831763
0.004,200,900,0.003,0.05,0.04,0.0,587.239262
0.005,200,900,0.0035,0.025,0.025,0.0,753.997419
0.003,200,1200,0.004,0.0,0.025,0.0015,870.185131
0.003,180,900,0.003,0.025,0.02,0.0,1500.0
0.003,200,900,0.0035,0.05,0.0,0.0,528.284147
0.003,180,900,0.003,0.025,0.02,0.0015,1500.0
0.004,180,1000,0.0035,0.0,0.02,0.004,1458.844381
0.005,200,1200,0.004,0.025,0.0,0.005,575.758828
0.004,180,900,0.004,0.0,0.015,0.0,1463.157368
0.003,200,1200,0.004,0.0,0.015,0.003,874.288032
0.003,240,900,0.004,0.05,0.0,0.0015,471.142303
0.003,200,1000,0.003,0.0,0.0,0.0,495.517809
0.005,240,900,0.0035,0.05,0.02,0.0,724.193538
0.005,200,1200,0.003,0.05,0.02,0.0,1132.211341
0.003,180,900,0.003,0.0,0.0,0.0015,565.673447
0.003,240,1200,0.003,0.05,0.04,0.0015,575.23312
0.005,180,1200,0.0035,0.025,0.04,0.005,626.672391
0.005,180,900,0.0035,0.025,0.025,0.0025,766.547537
0.005,240,1000,0.0035,0.0,0.025,0.005,594.220372
0.003,200,1000,0.004,0.025,0.0,0.0015,730.218683
0.003,180,1200,0.003,0.0,0.02,0.0,769.632672
0.005,240,1200,0.004,0.05,0.02,0.0,784.18729
0.005,240,900,0.0035,0.0,0.04,0.0,529.46164
0.004,200,900,0.003,0.05,0.04,0.002,586.912959
0.004,200,1000,0.003,0.025,0.04,0.002,589.439173
0.005,200,1200,0.003,0.05,0.025,0.0025,723.318806
0.004,180,900,0.0035,0.05,0.02,0.0,743.798778
0.004,200,900,0.004,0.0,0.0,0.002,554.40346
0.003,240,1000,0.003,0.05,0.015,0.003,706.05638
0.003,240,1000,0.004,0.025,0.02,0.0,926.725112
0.004,200,1200,0.003,0.05,0.025,0.0,739.685111
0.003,200,1200,0.003,0.025,0.04,0.0,507.993291
0.004,180,1200,0.003,0.0,0.02,0.002,1229.713715
0.004,240,1000,0.003,0.025,0.025,0.0,889.749721
0.005,200,1200,0.003,0.025,0.0,0.005,632.332052
0.004,240,1200,0.0035,0.0,0.04,0.004,566.362882
0.003,200,900,0.0035,0.0,0.0,0.0015,528.11289
0.004,200,900,0.003,0.05,0.015,0.0,1500.0
0.003,240,900,0.004,0.05,0.02,0.0,737.815489
0.005,200,900,0.003,0.025,0.025,0.005,823.265212
0.003,200,1200,0.004,0.05,0.0,0.003,528.76912
0.005,200,900,0.003,0.025,0.0,0.0025,603.801374
0.005,180,1000,0.004,0.0,0.015,0.005,599.733248
0.003,200,900,0.0035,0.025,0.04,0.003,540.445966
0.005,180,1000,0.003,0.05,0.015,0.0025,702.849132
0.005,180,1200,0.004,0.025,0.015,0.0,796.325022
0.004,200,900,0.003,0.05,0.02,0.0,882.902838
0.003,180,900,0.003,0.0,0.025,0.0015,684.537599
0.003,180,1000,0.004,0.0,0.015,0.003,519.23469
0.004,200,1000,0.004,0.05,0.04,0.004,546.623726
0.005,240,1200,0.003,0.05,0.025,0.0,694.976329
0.003,200,1200,0.0035,0.0,0.015,0.0015,966.975764
0.003,180,1000,0.004,0.0,0.02,0.0015,593.363592
0.003,200,1200,0.003,0.0,0.025,0.003,522.050567
0.005,240,1200,0.004,0.025,0.015,0.0025,727.25606
0.004,200,1000,0.0035,0.025,0.025,0.002,645.006522
0.003,240,1200,0.0035,0.0,0.04,0.0015,575.82965
0.003,180,900,0.003,0.05,0.0,0.0015,578.489489
0.003,240,900,0.0035,0.05,0.0,0.0015,507.359516
0.005,240,1000,0.003,0.0,0.0,0.0025,578.78545
0.004,240,1000,0.003,0.0,0.025,0.0,688.511518
0.003,240,1200,0.004,0.05,0.015,0.0,607.594385
0.005,180,1200,0.003,0.0,0.015,0.005,742.872754
0.003,240,1200,0.004,0.05,0.0,0.0,507.946324
0.004,200,1200,0.004,0.0,0.02,0.004,718.038732
0.003,240,1000,0.003,0.0,0.025,0.0,684.261815
0.003,200,900,0.0035,0.025,0.0,0.003,541.636755
0.004,240,900,0.004,0.025,0.015,0.004,694.029667
0.003,180,1200,0.0035,0.025,0.0,0.0015,564.535026
0.003,240,1000,0.0035,0.0,0.04,0.0,563.680125
0.004,200,1200,0.003,0.025,0.02,0.0,1500.0
0.003,180,900,0.004,0.05,0.0,0.003,715.95465
0.003,200,900,0.0035,0.0,0.025,0.003,608.900178
0.003,200,1000,0.003,0.0,0.015,0.003,567.97027
0.003,200,1000,0.0035,0.025,0.025,0.0,553.966672
0.005,180,900,0.003,0.0,0.0,0.0,608.718474
0.005,200,1000,0.004,0.05,0.015,0.0025,586.957496
0.003,200,900,0.004,0.0,0.025,0.003,549.434756
0.004,180,900,0.004,0.025,0.015,0.002,687.823413
0.004,200,900,0.0035,0.025,0.04,0.0,555.038295
0.005,200,900,0.0035,0.025,0.025,0.0025,741.334988
0.005,240,1000,0.0035,0.025,0.02,0.005,1057.492276
0.005,180,1000,0.0035,0.025,0.015,0.0,820.036475
0.005,200,1200,0.004,0.0,0.0,0.0025,551.794976
0.005,200,1000,0.003,0.0,0.04,0.005,599.903938
0.005,200,900,0.0035,0.0,0.02,0.0,736.639225
0.005,180,1000,0.0035,0.025,0.015,0.0025,801.236661
0.003,240,900,0.004,0.05,0.02,0.0015,709.219612
0.004,200,900,0.0035,0.0,0.015,0.002,837.823875
0.003,200,900,0.0035,0.05,0.04,0.0,528.880795
0.004,240,900,0.004,0.0,0.015,0.002,542.937243
0.005,240,1000,0.0035,0.0,0.02,0.005,668.02567
0.004,200,1200,0.0035,0.05,0.025,0.0,670.870776
0.005,240,900,0.004,0.0,0.025,0.0,527.103734
0.004,180,1200,0.004,0.0,0.04,0.004,593.846161
0.005,240,1200,0.0035,0.025,0.015,0.0,816.823941
0.003,180,1200,0.004,0.0,0.025,0.003,826.027572
0.004,240,900,0.004,0.0,0.04,0.0,499.189914
0.005,240,1000,0.004,0.025,0.015,0.0,693.187159
0.003,200,1000,0.0035,0.025,0.04,0.003,831.636272
0.004,200,1000,0.0035,0.05,0.015,0.004,820.972901
0.003,180,1000,0.004,0.025,0.015,0.003,537.264582
0.004,200,1000,0.004,0.025,0.015,0.0,592.092299
0.003,180,900,0.004,0.05,0.015,0.003,525.222574
0.004,180,1200,0.003,0.025,0.015,0.0,612.166464
0.004,200,1200,0.0035,0.0,0.02,0.002,890.887269
0.003,240,1200,0.0035,0.0,0.025,0.003,936.541991
0.003,180,1000,0.003,0.05,0.015,0.003,586.346572
0.003,180,1200,0.004,0.025,0.04,0.0015,550.245245
0.003,240,900,0.004,0.0,0.015,0.003,765.326749
0.005,200,1200,0.0035,0.05,0.025,0.0,658.360716
0.003,240,1200,0.004,0.0,0.0,0.003,551.654329
0.005,180,1000,0.003,0.0,0.02,0.005,772.447284
0.005,240,900,0.004,0.025,0.02,0.0,1173.357467
0.004,180,900,0.003,0.05,0.02,0.004,819.024247
0.005,200,1000,0.004,0.0,0.0,0.0025,542.109862
0.003,240,1200,0.003,0.05,0.025,0.0,748.81361
0.004,180,900,0.0035,0.025,0.015,0.0,696.03202
0.005,180,900,0.003,0.0,0.04,0.0,609.497432
0.003,200,1000,0.004,0.05,0.015,0.0,755.344216
0.004,240,1000,0.004,0.05,0.02,0.0,702.447946
0.004,200,1000,0.003,0.025,0.02,0.004,919.403879
0.003,200,1000,0.0035,0.05,0.04,0.0,643.778592
0.004,240,1200,0.004,0.025,0.02,0.0,1493.337839
0.004,200,900,0.004,0.05,0.04,0.0,536.771338
0.005,200,1000,0.003,0.05,0.015,0.0,685.757746
0.005,180,1200,0.004,0.025,0.025,0.0,789.088994
0.003,240,900,0.004,0.0,0.0,0.003,521.103128
0.004,200,1000,0.004,0.05,0.025,0.0,745.203373
0.005,200,900,0.003,0.025,0.0,0.005,603.3825
0.004,180,1000,0.003,0.025,0.02,0.002,620.662341
0.005,200,1200,0.003,0.025,0.025,0.005,901.844183
0.003,200,900,0.0035,0.0,0.02,0.003,798.761256
0.003,240,1000,0.004,0.0,0.02,0.0015,1456.094332
0.003,240,1000,0.004,0.05,0.015,0.0,563.637306
0.004,180,1200,0.0035,0.025,0.02,0.0,1180.080099
0.003,180,900,0.004,0.025,0.02,0.003,525.950162
0.003,240,1200,0.003,0.0,0.015,0.003,713.624433
0.003,240,1000,0.004,0.0,0.015,0.0,810.118427
0.004,240,1000,0.003,0.05,0.025,0.002,688.499404
0.003,200,1000,0.004,0.05,0.015,0.003,730.218683
0.005,200,1200,0.004,0.0,0.015,0.0,605.477521
0.005,180,1200,0.004,0.0,0.02,0.0,762.235697
0.005,200,1200,0.0035,0.0,0.015,0.0,659.448041
0.005,180,1000,0.004,0.0,0.02,0.0025,623.106311
0.005,180,1000,0.003,0.0,0.015,0.0025,703.494125
0.004,200,900,0.003,0.025,0.015,0.002,687.022551
0.003,240,1200,0.004,0.0,0.02,0.0015,1500.0
0.003,200,900,0.004,0.0,0.04,0.0015,495.367851
0.004,240,1200,0.003,0.0,0.025,0.002,726.688193
0.004,200,1200,0.004,0.025,0.04,0.0,562.126918
0.004,200,1200,0.0035,0.05,0.015,0.002,671.270669
0.004,240,1200,0.0035,0.05,0.04,0.0,566.662967
0.003,200,1000,0.004,0.025,0.015,0.003,570.673519
0.005,200,1000,0.0035,0.025,0.02,0.0025,1162.46019
0.004,240,1000,0.004,0.0,0.04,0.004,510.997574
0.003,200,900,0.0035,0.025,0.015,0.003,789.020997
0.005,180,1200,0.003,0.0,0.02,0.0,1189.641126
0.005,200,1000,0.0035,0.025,0.015,0.0025,775.704087
0.005,240,1200,0.004,0.0,0.0,0.005,530.022598
0.005,240,1200,0.003,0.025,0.015,0.005,871.625958
0.003,200,900,0.0035,0.025,0.0,0.0,541.636755
0.005,240,900,0.003,0.05,0.04,0.0,567.474882
0.004,200,1200,0.003,0.0,0.04,0.0,607.755052
0.004,200,1200,0.0035,0.025,0.015,0.002,867.847083
0.003,180,900,0.004,0.0,0.02,0.0,508.262731
0.003,200,1000,0.004,0.05,0.025,0.003,507.835552
0.005,200,1000,0.004,0.025,0.015,0.0025,716.942792
0.005,180,1200,0.003,0.05,0.02,0.0025,874.675506
0.005,200,900,0.0035,0.0,0.02,0.0025,644.163638
0.005,240,1000,0.003,0.05,0.02,0.0,996.923839
0.004,240,900,0.0035,0.0,0.04,0.002,531.886719
0.004,180,1200,0.0035,0.025,0.0,0.002,622.52116
0.005,180,1000,0.003,0.05,0.025,0.0,701.946334
0.004,200,1200,0.003,0.025,0.025,0.0,950.778235
0.005,200,1000,0.0035,0.025,0.025,0.0,783.749456
0.004,240,1000,0.003,0.0,0.04,0.004,581.957582
0.003,200,900,0.004,0.025,0.04,0.003,510.136835
0.005,240,1200,0.003,0.05,0.04,0.0,596.595955
0.003,240,1200,0.004,0.0,0.04,0.0015,550.079325
0.004,200,1000,0.0035,0.0,0.0,0.002,588.409533
0.004,200,900,0.003,0.05,0.0,0.0,884.616766
0.003,180,900,0.004,0.025,0.025,0.003,722.0125
0.003,180,1000,0.003,0.025,0.0,0.0015,715.167278
0.004,240,900,0.004,0.025,0.0,0.004,514.663544
0.004,180,1000,0.0035,0.05,0.015,0.0,569.51553
0.004,200,900,0.0035,0.05,0.025,0.0,787.364225
0.005,180,1000,0.003,0.05,0.04,0.0025,621.544084
0.003,180,1000,0.004,0.05,0.02,0.0,593.587073
0.003,180,1200,0.0035,0.05,0.015,0.0,564.07095
0.005,240,1200,0.004,0.025,0.0,0.005,545.155752
0.004,200,1200,0.0035,0.05,0.04,0.0,574.888132
0.003,200,1200,0.004,0.05,0.04,0.003,529.370319
0.003,240,1000,0.004,0.05,0.02,0.003,761.074446
0.003,180,1200,0.003,0.025,0.02,0.0,970.27488
0.005,200,1200,0.0035,0.05,0.0,0.0025,586.389469
0.004,240,1200,0.0035,0.0,0.015,0.004,661.134827
0.003,180,1200,0.004,0.0,0.04,0.0015,617.903327
0.005,180,900,0.004,0.025,0.02,0.005,929.843201
0.003,200,1000,0.0035,0.0,0.015,0.0,704.468947
0.005,240,1200,0.004,0.0,0.015,0.0025,584.160527
0.005,240,900,0.004,0.05,0.015,0.0025,533.030021
0.004,240,1200,0.003,0.05,0.02,0.0,1237.598257
0.005,180,900,0.004,0.025,0.015,0.0025,715.383196
0.003,180,1200,0.003,0.0,0.025,0.003,1272.111882
0.005,200,1200,0.003,0.0,0.02,0.005,875.827249
0.003,180,1000,0.003,0.025,0.0,0.0,715.167698
0.004,240,1000,0.003,0.05,0.04,0.0,582.277352
0.003,180,1000,0.003,0.025,0.025,0.0,924.361484
0.003,200,1000,0.004,0.05,0.02,0.0,570.673519
0.005,200,1000,0.004,0.025,0.02,0.0,1300.934336
0.005,200,900,0.004,0.0,0.0,0.0,535.512861
0.005,240,900,0.0035,0.025,0.04,0.0,542.488623
0.005,200,1200,0.003,0.025,0.04,0.005,631.164643
0.005,180,900,0.003,0.05,0.02,0.0,844.175251
0.004,200,900,0.004,0.0,0.02,0.002,685.163916
0.005,240,1000,0.004,0.0,0.02,0.005,569.274637
0.005,180,900,0.004,0.05,0.04,0.0,549.259456
0.003,180,900,0.0035,0.025,0.0,0.0,539.620572
0.003,240,1200,0.0035,0.0,0.02,0.0,1500.0
0.004,200,900,0.003,0.0,0.025,0.0,758.964262
0.005,200,900,0.003,0.0,0.0,0.005,584.684315
0.005,180,900,0.0035,0.0,0.0,0.0,570.796064
0.004,200,900,0.004,0.0,0.015,0.0,625.543481
0.005,240,1000,0.0035,0.025,0.04,0.005,554.164179
0.004,240,1000,0.003,0.0,0.025,0.002,688.999422
0.004,240,900,0.0035,0.025,0.0,0.0,544.055029
0.003,180,1200,0.003,0.025,0.0,0.0015,595.676586
0.005,200,1000,0.004,0.0,0.025,0.005,579.347533
0.005,180,1200,0.004,0.05,0.015,0.0025,631.509089
0.005,180,900,0.0035,0.0,0.02,0.0025,663.64778
0.005,180,1000,0.0035,0.0,0.04,0.0025,587.917335
0.003,240,1000,0.0035,0.05,0.015,0.0015,627.558139
0.005,180,900,0.004,0.025,0.015,0.0,722.554829
0.003,180,1000,0.003,0.025,0.04,0.0,1500.0
0.005,240,900,0.0035,0.0,0.025,0.005,574.047326
0.005,240,1000,0.003,0.05,0.015,0.0,669.258048
0.004,200,900,0.004,0.0,0.015,0.002,625.161149
0.003,180,1200,0.004,0.025,0.04,0.003,550.245245
0.003,200,1200,0.0035,0.0,0.02,0.0015,1500.0
0.005,200,1000,0.004,0.0,0.025,0.0,579.347752
0.005,180,1200,0.003,0.025,0.0,0.0025,650.540876
0.005,240,1200,0.004,0.05,0.025,0.0,575.440052
0.003,200,1000,0.003,0.05,0.025,0.0,710.437422
0.005,240,1000,0.004,0.05,0.02,0.0,664.692089
0.003,180,1000,0.004,0.025,0.04,0.0,747.508976
0.005,240,1200,0.004,0.025,0.04,0.0025,544.664756
0.003,200,1200,0.0035,0.0,0.04,0.0,595.180059
0.004,240,1000,0.003,0.0,0.04,0.002,582.277352
0.005,240,900,0.003,0.025,0.015,0.0,822.768128
0.003,240,1200,0.0035,0.05,0.025,0.0015,666.980099
0.004,240,1200,0.0035,0.05,0.0,0.002,565.705503
0.003,240,1000,0.003,0.05,0.0,0.0015,560.462685
0.003,180,1200,0.004,0.05,0.015,0.0,623.922525
0.004,200,1200,0.003,0.0,0.04,0.004,607.755052
0.004,200,900,0.004,0.05,0.02,0.004,1068.271209
0.005,180,1000,0.004,0.025,0.02,0.0,1326.834665
0.003,240,1000,0.004,0.025,0.025,0.0,621.977633
0.003,200,900,0.004,0.05,0.0,0.0,494.978068
0.003,240,1000,0.003,0.05,0.02,0.003,1134.692831
0.005,240,1000,0.0035,0.0,0.02,0.0025,683.564827
0.004,240,1000,0.004,0.025,0.04,0.0,524.214727
0.003,240,1200,0.004,0.0,0.02,0.0,1500.0
0.005,240,1200,0.004,0.05,0.025,0.0025,575.06467
0.005,200,1200,0.003,0.0,0.015,0.005,724.765361
0.005,200,1000,0.003,0.025,0.04,0.0,614.029297
0.005,200,900,0.003,0.05,0.04,0.0,585.793691
0.003,180,900,0.003,0.025,0.025,0.0015,1500.0
0.003,180,1000,0.0035,0.05,0.0,0.003,561.43653
0.003,240,900,0.004,0.0,0.025,0.003,761.929842
0.004,180,1200,0.004,0.05,0.025,0.0,817.665804
0.003,180,1000,0.004,0.025,0.02,0.0,754.216169
0.004,240,1000,0.003,0.05,0.015,0.002,689.756628
0.004,200,1000,0.0035,0.0,0.02,0.0,1014.084174
0.003,200,1000,0.0035,0.025,0.04,0.0015,831.636272
0.005,200,1200,0.004,0.0,0.015,0.0025,605.894607
0.005,240,900,0.0035,0.05,0.04,0.0,529.771637
0.003,240,1200,0.004,0.05,0.02,0.0,920.949837
0.003,200,1000,0.0035,0.05,0.015,0.0015,827.734959
0.004,180,1000,0.004,0.0,0.0,0.004,570.182805
0.004,240,1200,0.0035,0.05,0.0,0.0,566.004786
0.005,240,900,0.0035,0.0,0.02,0.005,622.203276
0.004,240,1200,0.003,0.025,0.0,0.004,597.349562
0.005,200,900,0.004,0.0,0.04,0.0,536.120682
0.003,200,1200,0.004,0.025,0.025,0.0,674.300324
0.004,180,1000,0.004,0.025,0.04,0.0,570.487593
0.003,200,1000,0.003,0.025,0.0,0.0,568.633903
0.003,200,1200,0.0035,0.05,0.015,0.0015,673.163923
0.004,180,900,0.0035,0.0,0.0,0.0,598.591454
0.005,240,1200,0.0035,0.025,0.04,0.0025,572.298338
0.004,180,900,0.003,0.0,0.02,0.002,1426.17325
0.005,240,1000,0.004,0.025,0.015,0.0025,686.536903
0.005,200,1000,0.003,0.0,0.025,0.005,682.41031
0.005,180,1000,0.004,0.025,0.02,0.005,981.84934
0.005,200,900,0.0035,0.05,0.025,0.0025,606.808364
0.004,240,900,0.003,0.0,0.04,0.004,571.091249
0.003,200,1000,0.004,0.025,0.025,0.003,507.835552
0.003,240,1200,0.003,0.05,0.04,0.0,575.23312
0.004,180,1200,0.004,0.025,0.025,0.004,632.967067
0.003,240,1200,0.0035,0.025,0.025,0.0,749.241827
0.004,200,1000,0.003,0.025,0.02,0.002,953.563456
0.003,200,1200,0.003,0.0,0.02,0.0,735.521477
0.004,200,1200,0.0035,0.0,0.0,0.004,573.904389
0.005,200,1000,0.0035,0.0,0.04,0.005,560.103674
0.005,200,1000,0.0035,0.025,0.0,0.0,582.001108
0.003,240,900,0.0035,0.05,0.04,0.0,507.916848
0.004,240,1000,0.0035,0.025,0.015,0.002,794.68666
0.005,200,1200,0.0035,0.05,0.025,0.0025,657.810886
0.004,180,1200,0.004,0.05,0.025,0.002,814.250474
0.005,180,1200,0.004,0.025,0.0,0.0025,604.675172
0.005,180,1000,0.004,0.025,0.015,0.005,732.63362
0.005,200,900,0.004,0.05,0.02,0.0025,587.25406
0.005,240,1000,0.003,0.05,0.04,0.0025,579.086253
0.005,200,1200,0.004,0.025,0.04,0.005,575.560968
0.003,200,900,0.003,0.0,0.02,0.0,1036.710749
0.003,240,1200,0.003,0.0,0.04,0.0015,498.334369
0.004,180,1000,0.0035,0.05,0.02,0.002,654.650012
0.005,240,900,0.004,0.0,0.04,0.005,499.774345
0.005,180,1000,0.003,0.0,0.02,0.0,989.116712
0.005,180,1200,0.0035,0.0,0.0,0.0,608.69134
0.003,240,900,0.004,0.0,0.025,0.0015,761.929842
0.004,200,1000,0.004,0.0,0.015,0.002,645.783086
0.005,240,1000,0.003,0.0,0.0,0.0,578.407218
0.004,240,1000,0.003,0.05,0.0,0.002,581.274842
0.003,200,1000,0.004,0.05,0.015,0.0015,730.218683
0.004,180,900,0.0035,0.025,0.02,0.002,819.024247
0.005,180,1200,0.004,0.05,0.04,0.0025,580.237337
0.003,240,900,0.004,0.025,0.015,0.0,601.888171
0.005,240,1200,0.004,0.0,0.025,0.005,575.06467
0.005,180,900,0.004,0.05,0.0,0.0,548.612351
0.003,200,1000,0.003,0.025,0.04,0.0015,906.633815
0.003,200,900,0.004,0.025,0.025,0.0,703.779532
0.003,200,900,0.003,0.05,0.04,0.0,565.4646
0.003,180,900,0.003,0.0,0.015,0.0,691.614195
0.005,200,1200,0.003,0.05,0.0,0.0025,622.108313
0.004,180,900,0.004,0.025,0.02,0.002,641.444478
0.005,240,1000,0.0035,0.05,0.02,0.0,807.594643
0.004,200,900,0.003,0.025,0.02,0.002,865.360115
0.003,200,1200,0.003,0.05,0.015,0.0,764.637331
0.003,240,1200,0.003,0.0,0.0,0.0,499.299315
0.003,200,1200,0.004,0.05,0.02,0.0015,844.318926
0.003,180,900,0.003,0.025,0.025,0.0,1500.0
0.004,180,1000,0.004,0.025,0.02,0.002,654.218365
0.005,200,1200,0.004,0.0,0.02,0.0025,641.069674
0.004,200,1200,0.004,0.0,0.015,0.002,624.30225
0.004,240,900,0.0035,0.0,0.04,0.0,531.626124
0.004,240,1200,0.0035,0.025,0.025,0.004,847.664558
0.005,180,900,0.004,0.025,0.025,0.0,714.272826
0.003,200,900,0.0035,0.05,0.015,0.0,619.578302
0.004,200,1200,0.004,0.0,0.0,0.004,552.253986
0.003,200,1200,0.004,0.0,0.025,0.0,871.050328
0.004,180,900,0.0035,0.0,0.025,0.0,894.125334
0.003,240,1000,0.003,0.05,0.04,0.0015,561.091381
0.003,200,1000,0.004,0.0,0.02,0.0,542.096705
0.004,200,900,0.003,0.025,0.025,0.0,685.423544
0.003,200,1000,0.004,0.0,0.04,0.003,581.08847
0.004,240,1200,0.0035,0.025,0.0,0.0,574.740408
0.004,240,1000,0.004,0.025,0.015,0.002,718.90301
0.004,200,900,0.0035,0.05,0.02,0.004,1228.147839
0.004,240,1200,0.004,0.0,0.015,0.002,602.64261
0.004,180,1000,0.003,0.0,0.015,0.0,739.0539
0.003,240,1000,0.0035,0.0,0.0,0.0015,565.399106
0.004,240,900,0.004,0.025,0.025,0.002,691.919042
0.005,240,1200,0.004,0.0,0.0,0.0,530.022598
0.005,180,1000,0.004,0.025,0.0,0.005,580.973973
0.005,180,900,0.0035,0.025,0.04,0.0025,596.005417
0.003,180,1200,0.0035,0.0,0.02,0.003,683.484904
0.004,180,1000,0.003,0.025,0.02,0.0,638.799663
0.004,180,1200,0.003,0.0,0.0,0.004,558.49116
0.003,180,900,0.004,0.025,0.015,0.003,508.829459
0.005,180,1000,0.003,0.05,0.0,0.0,621.189772
0.003,180,1000,0.0035,0.025,0.02,0.0015,842.336268
0.005,240,1000,0.004,0.05,0.025,0.0,543.463566
0.004,180,900,0.004,0.05,0.0,0.002,599.447501
0.005,240,900,0.003,0.0,0.015,0.0,647.589939
0.003,240,1200,0.0035,0.05,0.015,0.0,670.499327
0.004,240,1200,0.004,0.05,0.015,0.002,602.294208
0.005,180,1200,0.004,0.025,0.04,0.005,604.020974
0.004,200,1200,0.003,0.025,0.02,0.002,1500.0
0.005,180,900,0.003,0.05,0.04,0.0,609.926935
0.005,180,1000,0.0035,0.025,0.02,0.0025,1187.808909
0.003,200,1200,0.0035,0.0,0.025,0.0,965.754035
0.005,200,900,0.003,0.0,0.02,0.0,919.9236
0.003,240,1200,0.004,0.05,0.04,0.003,508.506081
0.005,240,1000,0.003,0.0,0.015,0.0025,669.194358
0.004,180,1000,0.003,0.0,0.0,0.004,553.598081
0.003,200,900,0.004,0.025,0.02,0.0,1241.9722
0.005,200,1000,0.003,0.025,0.025,0.0,879.281383
0.005,240,1000,0.003,0.0,0.025,0.0025,660.495278
0.003,180,1000,0.004,0.0,0.04,0.0,582.90701
0.004,200,900,0.0035,0.05,0.04,0.004,562.514582
0.003,240,900,0.003,0.0,0.04,0.003,541.975087
0.004,240,1000,0.003,0.025,0.015,0.0,892.397178
0.005,240,1000,0.0035,0.025,0.025,0.005,736.513534
0.003,180,1200,0.003,0.05,0.0,0.003,600.183995
0.004,180,900,0.003,0.0,0.015,0.002,777.680944
0.004,180,1000,0.0035,0.025,0.0,0.002,604.894777
0.004,200,1000,0.0035,0.05,0.04,0.004,573.022473
0.005,200,900,0.004,0.025,0.015,0.005,696.978042
0.004,180,900,0.004,0.0,0.0,0.004,802.381831
0.004,200,1000,0.004,0.05,0.025,0.004,741.736616
0.004,240,900,0.003,0.05,0.04,0.0,571.397166
0.005,240,1200,0.0035,0.025,0.015,0.0025,794.88784
0.004,200,900,0.0035,0.05,0.02,0.002,1297.189935
0.003,200,1000,0.004,0.0,0.04,0.0015,581.08847
0.005,200,900,0.003,0.0,0.025,0.0025,662.046641
0.004,240,1000,0.0035,0.0,0.015,0.004,622.211404
0.004,180,900,0.0035,0.025,0.0,0.002,592.628989
0.003,200,900,0.003,0.0,0.015,0.0,689.685327
0.004,240,1000,0.0035,0.05,0.025,0.0,621.247288
0.003,180,1200,0.0035,0.025,0.0,0.0,564.535026
0.003,240,1000,0.003,0.0,0.04,0.0015,486.615787
0.005,180,900,0.003,0.05,0.025,0.0025,685.173364
0.003,200,1200,0.003,0.05,0.0,0.0015,592.083227
0.005,240,1200,0.004,0.025,0.02,0.005,1025.716987
0.004,180,900,0.004,0.05,0.015,0.002,621.037226
0.003,200,1200,0.0035,0.025,0.04,0.0,593.004778
0.005,240,1200,0.004,0.05,0.04,0.0025,530.609318
0.004,180,1200,0.004,0.0,0.0,0.0,595.605678
0.005,180,1000,0.004,0.0,0.04,0.005,553.245608
0.003,200,900,0.003,0.025,0.015,0.0,888.495249
0.004,200,1000,0.004,0.05,0.0,0.002,548.218776
0.005,240,900,0.003,0.025,0.02,0.005,1158.996583
0.005,180,900,0.004,0.0,0.0,0.005,548.277755
0.003,180,1000,0.004,0.025,0.0,0.003,519.826174
0.005,240,1000,0.003,0.0,0.04,0.0,579.086253
